Probe ID,Infinium Design Type,Chromosome,Location (hg19),Strand,Gene Symbol,Effect,Std. Error,Z-value,P-value,FDR,Previously Seen,Small Molecule,Proportion of Effect Attenuation (compared to current vs. never smokers),Sign
cg20379671,II,22,"39,320,879",F,,-0.0058,0.0018,-3.24,0.0012,1.6E-02,0,0,52.4%,-+------++----+-
cg03274989,I,19,"53,445,886",R,ZNF321,0.0042,0.0013,3.24,0.0012,1.6E-02,0,0,56.5%,+++-++-++++?+-++
cg10807309,II,6,"31,761,062",R,VARS,0.0042,0.0013,3.24,0.0012,1.6E-02,1,0,68.2%,+++-+-+++++---++
cg13929323,II,9,"114,364,066",R,,-0.0060,0.0018,-3.24,0.0012,1.6E-02,0,0,49.9%,---+?---+----+--
cg08298946,II,12,"13,301,010",R,,0.0023,0.0007,3.24,0.0012,1.6E-02,0,0,48.9%,+++++-++++-+---+
cg10527635,II,3,"43,389,351",F,SNRK,0.0015,0.0005,3.24,0.0012,1.6E-02,0,0,48.1%,++--+++-++++++-+
cg03912703,II,1,"45,279,349",R,BTBD19,-0.0048,0.0015,-3.24,0.0012,1.6E-02,0,0,61.5%,-++-+--------+-+
cg08022502,II,15,"91,479,023",F,UNC45A,-0.0024,0.0007,-3.24,0.0012,1.6E-02,1,0,64.3%,--+----+---?+---
cg12526091,II,12,"58,245,042",F,,0.0020,0.0006,3.24,0.0012,1.6E-02,0,0,65.0%,+++++--+++-+-+++
cg14003265,II,9,"139,796,499",F,TRAF2,-0.0025,0.0008,-3.24,0.0012,1.6E-02,0,0,76.3%,----++---+------
cg22114489,I,7,"101,398,177",F,,0.0029,0.0009,3.24,0.0012,1.6E-02,0,0,77.2%,++++++++-+++++++
cg02714303,II,13,"76,334,728",F,LMO7,0.0032,0.0010,3.24,0.0012,1.6E-02,0,0,78.8%,+++++-+++++--+++
cg00329618,II,12,"113,515,439",R,DTX1,0.0021,0.0006,3.24,0.0012,1.6E-02,0,0,53.0%,+++-+++-+++++--+
cg12550496,I,6,"169,284,344",R,,0.0035,0.0011,3.23,0.0012,1.6E-02,0,0,73.7%,+++++++++++?++++
cg24502904,I,12,"53,399,544",R,EIF4B,-0.0041,0.0013,-3.23,0.0012,1.6E-02,1,0,59.9%,--------------+-
cg02493604,II,10,"54,073,445",R,DKK1,-0.0023,0.0007,-3.23,0.0012,1.6E-02,0,0,27.2%,--+-----+------+
cg07058086,I,8,"29,120,186",R,KIF13B,0.0024,0.0007,3.23,0.0012,1.6E-02,0,0,49.1%,++++++++++---+-+
cg26038582,I,1,"42,384,390",R,HIVEP3,0.0085,0.0026,3.23,0.0012,1.6E-02,1,0,80.5%,+++-+++++-+-++++
cg16151960,II,5,"133,890,280",F,PHF15,-0.0019,0.0006,-3.23,0.0012,1.6E-02,1,0,84.6%,---------+-----+
cg06800849,I,16,"89,180,587",R,ACSF3,0.0020,0.0006,3.23,0.0012,1.6E-02,0,0,133.8%,+++-++-++++-++-+
cg01471372,I,8,"38,592,365",R,TACC1,-0.0043,0.0013,-3.23,0.0012,1.6E-02,0,0,65.3%,-----------+--++
cg09206294,II,15,"42,072,687",R,MAPKBP1,0.0018,0.0005,3.23,0.0012,1.6E-02,0,0,64.3%,++-++-+-+++-++++
cg24342283,II,11,"118,758,603",F,CXCR5,-0.0028,0.0009,-3.23,0.0013,1.6E-02,1,0,70.7%,-+------+--+----
cg15435170,I,17,"46,681,135",R,LOC404266;HOXB6,-0.0056,0.0017,-3.23,0.0013,1.6E-02,0,0,51.4%,--+--+-----++---
cg07199524,I,15,"91,074,149",R,CRTC3,-0.0009,0.0003,-3.22,0.0013,1.6E-02,0,0,67.0%,--++-------+-+--
cg09678939,II,6,"149,806,081",F,ZC3H12D,-0.0031,0.0010,-3.22,0.0013,1.6E-02,1,0,72.7%,-+-----+-+-----+
cg21664281,II,3,"193,561,005",R,,0.0050,0.0015,3.22,0.0013,1.6E-02,1,0,77.2%,+++-+-++-++?-+++
cg08604596,II,16,"28,565,976",R,CCDC101,-0.0017,0.0005,-3.22,0.0013,1.6E-02,0,0,69.3%,--+--+-----?---+
cg09635954,II,7,"29,605,624",R,PRR15,-0.0051,0.0016,-3.22,0.0013,1.7E-02,1,0,68.4%,-++-------------
cg01681525,II,17,"79,374,741",F,BAHCC1,-0.0033,0.0010,-3.22,0.0013,1.7E-02,0,0,74.3%,----++-------+--
cg20119532,I,20,"749,581",F,C20orf54,-0.0042,0.0013,-3.22,0.0013,1.7E-02,0,0,40.1%,-+---+------++--
cg05439368,II,15,"45,028,098",F,TRIM69,-0.0036,0.0011,-3.22,0.0013,1.7E-02,1,0,70.9%,---+-------+--++
cg19344626,I,19,"16,830,749",R,NWD1,-0.0067,0.0021,-3.22,0.0013,1.7E-02,0,0,69.2%,---+-------+----
cg10089865,II,10,"8,100,286",F,GATA3,-0.0012,0.0004,-3.22,0.0013,1.7E-02,1,0,70.0%,---------+-+++--
cg09967479,II,12,"133,010,684",R,,0.0023,0.0007,3.22,0.0013,1.7E-02,0,0,34.5%,++-+?++++-+?++++
cg26915952,I,1,"178,456,270",F,,-0.0050,0.0015,-3.22,0.0013,1.7E-02,0,0,65.2%,--+------+-?+--+
cg02854922,II,1,"144,930,964",R,PDE4DIP,-0.0033,0.0010,-3.22,0.0013,1.7E-02,0,0,54.7%,-----------?+---
cg14183865,II,4,"781,229",R,CPLX1,-0.0041,0.0013,-3.22,0.0013,1.7E-02,0,0,53.5%,---------+-+---+
cg05228408,II,1,"11,865,352",R,CLCN6;MTHFR,-0.0024,0.0008,-3.22,0.0013,1.7E-02,1,0,71.4%,--+---------+-++
cg19719391,II,4,"26,789,915",F,,0.0039,0.0012,3.22,0.0013,1.7E-02,1,0,77.5%,+++++-+-+++++++-
cg26988253,II,16,"29,001,682",F,LAT,-0.0018,0.0006,-3.22,0.0013,1.7E-02,1,0,73.2%,-----+-------+-+
cg13594630,II,12,"32,108,895",R,,0.0034,0.0011,3.22,0.0013,1.7E-02,0,0,56.7%,-+++++++++++++--
cg18433086,II,1,"179,199,613",R,ABL2,-0.0023,0.0007,-3.21,0.0013,1.7E-02,0,0,77.6%,---+---------+--
cg00141845,II,X,"74,493,352",R,UPRT,-0.0083,0.0026,-3.21,0.0013,1.7E-02,0,0,12.7%,-+---??-??-+----
cg18262201,II,10,"6,187,854",F,PFKFB3,-0.0037,0.0012,-3.21,0.0013,1.7E-02,0,0,69.2%,--+--+-------++-
cg08822075,II,7,"26,193,607",R,NFE2L3,-0.0088,0.0028,-3.21,0.0013,1.7E-02,1,0,67.4%,-?-+???-?--+?---
cg12407791,II,17,"73,824,354",F,UNC13D,0.0040,0.0013,3.21,0.0013,1.7E-02,0,0,40.7%,+++++-+-++++-++-
cg17792740,II,10,"88,729,315",F,AGAP11;C10orf116,-0.0038,0.0012,-3.21,0.0013,1.7E-02,0,0,57.8%,------+--+----++
cg24173182,I,17,"1,961,286",R,HIC1,0.0036,0.0011,3.21,0.0013,1.7E-02,1,0,74.3%,+++++++-++--+--+
cg00636737,II,20,"62,695,569",R,TCEA2,-0.0026,0.0008,-3.21,0.0013,1.7E-02,1,0,74.2%,--------+--+--++
cg23482898,II,3,"12,858,887",F,CAND2,0.0019,0.0006,3.21,0.0013,1.7E-02,0,0,66.1%,+++-+++-+++--+++
cg21756476,II,15,"61,182,765",R,RORA,0.0054,0.0017,3.21,0.0013,1.7E-02,1,0,68.5%,++-++-++++-+++++
cg17389813,II,11,"122,060,265",R,LOC399959,-0.0051,0.0016,-3.21,0.0013,1.7E-02,0,0,71.5%,---+???-+--+----
cg07092896,II,2,"152,006,936",R,,0.0032,0.0010,3.21,0.0013,1.7E-02,0,0,51.6%,+++++??-++++++++
cg12439232,II,6,"33,877,291",R,,0.0048,0.0015,3.21,0.0013,1.7E-02,0,0,51.9%,+++++-+-++++++++
cg26937798,II,16,"27,326,054",F,IL4R,-0.0011,0.0003,-3.21,0.0013,1.7E-02,0,0,70.9%,-----+-----+--+-
cg09023869,II,10,"49,699,321",F,ARHGAP22,0.0023,0.0007,3.21,0.0013,1.7E-02,1,0,28.6%,+++-++-+++++++++
cg10908953,II,11,"121,322,456",F,SORL1,-0.0018,0.0006,-3.21,0.0013,1.7E-02,0,0,71.3%,---------+-+---+
cg12093519,II,7,"19,146,441",R,,-0.0019,0.0006,-3.21,0.0013,1.7E-02,0,0,34.5%,---+-+-------+--
cg06518831,II,6,"31,632,541",R,BAT4;CSNK2B,-0.0010,0.0003,-3.21,0.0013,1.7E-02,0,0,76.5%,--+------+---+--
cg08709672,I,1,"206,224,334",R,AVPR1B,-0.0016,0.0005,-3.20,0.0014,1.7E-02,1,0,92.8%,----------------
cg23363754,II,7,"29,606,082",F,PRR15,-0.0067,0.0021,-3.20,0.0014,1.7E-02,1,0,73.0%,--+--------++--+
cg02282640,I,16,"81,743,587",F,CMIP,-0.0036,0.0011,-3.20,0.0014,1.7E-02,0,0,36.8%,---+-------+++--
cg23033518,II,14,"59,101,719",F,,0.0019,0.0006,3.20,0.0014,1.7E-02,0,0,44.5%,+++++-++++++++-+
cg00687674,II,15,"69,373,260",F,MIR548H4;TMEM84,0.0040,0.0013,3.20,0.0014,1.7E-02,1,1,75.4%,+++-+-+-++++++++
cg03043406,II,1,"45,242,356",R,RPS8;SNORD38A,-0.0032,0.0010,-3.20,0.0014,1.7E-02,1,1,76.0%,------------+--+
cg06142740,II,2,"28,973,577",F,PPP1CB,-0.0028,0.0009,-3.20,0.0014,1.7E-02,1,0,71.9%,--------+--+--++
cg23076537,I,10,"93,643,678",F,,-0.0026,0.0008,-3.20,0.0014,1.7E-02,0,0,39.9%,--+----+------+-
cg10376827,II,10,"88,730,324",F,AGAP11;C10orf116,-0.0037,0.0012,-3.20,0.0014,1.7E-02,0,0,65.4%,----?----+-?----
cg17976390,II,10,"6,130,479",R,RBM17,-0.0042,0.0013,-3.20,0.0014,1.8E-02,0,0,54.2%,---+-??-----+---
cg17025683,II,1,"173,836,220",R,SNORD78;ZBTB37;SNORD75;SNORD76;GAS5;SNORD77;SNORD44,-0.0025,0.0008,-3.20,0.0014,1.8E-02,1,1,78.5%,-----------?-+-+
cg02375409,II,12,"4,488,749",F,FGF23,0.0030,0.0009,3.20,0.0014,1.8E-02,1,0,71.3%,+++++-+-++-+++++
cg20801110,I,15,"75,136,007",R,ULK3,-0.0026,0.0008,-3.20,0.0014,1.8E-02,0,0,74.8%,-++--------+---+
cg02578070,II,6,"119,669,305",R,MAN1A1,0.0019,0.0006,3.20,0.0014,1.8E-02,1,0,74.3%,+++++-+-?+-+++++
cg18234547,II,4,"1,247,683",F,,-0.0014,0.0004,-3.20,0.0014,1.8E-02,0,0,58.7%,-----+------++--
cg22268510,I,6,"32,118,420",R,PRRT1,-0.0047,0.0015,-3.20,0.0014,1.8E-02,1,0,59.9%,-++-----------++
cg18914023,II,14,"74,868,443",F,,0.0007,0.0002,3.20,0.0014,1.8E-02,0,0,68.4%,++++++++++-+-+-+
cg17885791,II,6,"149,771,845",F,ZC3H12D,0.0031,0.0010,3.19,0.0014,1.8E-02,1,0,26.8%,++++-++++++-++-+
cg03399898,II,1,"148,603,739",R,,-0.0038,0.0012,-3.19,0.0014,1.8E-02,1,0,75.6%,-++--------?+++-
cg09587957,II,15,"40,399,101",R,BMF,-0.0016,0.0005,-3.19,0.0014,1.8E-02,0,0,72.0%,---+----+-+++---
cg01685893,II,11,"112,048,262",R,BCO2,0.0025,0.0008,3.19,0.0014,1.8E-02,0,0,59.6%,++-+???++-++++++
cg06270615,II,17,"40,516,068",R,STAT3,0.0029,0.0009,3.19,0.0014,1.8E-02,1,0,54.7%,+++-+-++-+-+-+++
cg05845141,II,19,"18,120,614",R,ARRDC2,-0.0021,0.0007,-3.19,0.0014,1.8E-02,1,0,57.5%,--+--++--+-+-++-
cg20596640,II,13,"20,436,062",F,ZMYM5,-0.0029,0.0009,-3.19,0.0014,1.8E-02,0,0,75.2%,----???-+?-+?---
cg13711966,II,2,"42,071,660",R,,0.0023,0.0007,3.19,0.0014,1.8E-02,0,0,69.5%,++-++++++++++++-
cg06137072,I,3,"141,087,187",F,ZBTB38,-0.0030,0.0009,-3.19,0.0014,1.8E-02,0,0,28.6%,-+-------+--+---
cg26418770,II,17,"14,206,886",F,HS3ST3B1;MGC12916,-0.0032,0.0010,-3.19,0.0014,1.8E-02,0,0,66.0%,--------++-+++--
cg05168580,II,14,"103,572,194",F,C14orf73,0.0033,0.0010,3.19,0.0014,1.8E-02,0,0,43.8%,+++++++++++++---
cg22441770,II,1,"153,929,592",R,CRTC2,-0.0022,0.0007,-3.19,0.0014,1.8E-02,1,0,86.1%,+------------+-+
cg02895669,II,4,"81,104,762",R,,-0.0028,0.0009,-3.19,0.0014,1.8E-02,0,0,53.3%,------+----+----
cg20674424,II,3,"186,503,527",F,MIR1248;EIF4A2;SNORA81,-0.0020,0.0006,-3.19,0.0014,1.8E-02,0,1,77.8%,---------+--+-+-
cg01713950,II,1,"17,766,995",F,RCC2,-0.0035,0.0011,-3.19,0.0014,1.8E-02,0,0,69.6%,-++-----------++
cg08900404,II,7,"29,605,808",R,PRR15,-0.0046,0.0014,-3.19,0.0014,1.8E-02,1,0,65.1%,--+-----+---+---
cg02736908,II,17,"29,887,376",F,,-0.0036,0.0011,-3.19,0.0014,1.8E-02,0,0,65.0%,--++-+------+---
cg26678970,I,13,"79,171,469",R,,-0.0023,0.0007,-3.18,0.0014,1.8E-02,0,0,45.9%,-------++-------
cg08479476,II,2,"70,313,163",R,PCBP1,-0.0049,0.0015,-3.18,0.0014,1.8E-02,0,0,69.0%,+----------+-+-+
cg14956327,II,6,"110,737,053",R,DDO,0.0029,0.0009,3.18,0.0015,1.8E-02,0,0,61.1%,++-++++-++++++--
cg00442389,II,6,"32,160,074",R,GPSM3,-0.0014,0.0004,-3.18,0.0015,1.8E-02,1,0,85.5%,-----+-------+--
cg18978606,II,2,"104,996,948",R,,0.0022,0.0007,3.18,0.0015,1.8E-02,0,0,56.6%,+++++-+++++-+-++
cg17239008,II,6,"32,202,844",R,,0.0061,0.0019,3.18,0.0015,1.8E-02,0,0,52.9%,++-++--++++?-+++
cg13707943,II,9,"130,706,683",R,FAM102A,-0.0014,0.0004,-3.18,0.0015,1.8E-02,1,0,78.4%,-----+---+-+-+-+
cg03144619,I,1,"230,415,668",R,GALNT2,-0.0023,0.0007,-3.18,0.0015,1.8E-02,1,0,86.6%,--------------++
cg26748578,II,2,"65,217,211",F,SLC1A4,-0.0064,0.0020,-3.18,0.0015,1.8E-02,1,0,54.2%,-----+-------+-+
cg04174091,II,11,"122,935,222",R,,-0.0034,0.0011,-3.18,0.0015,1.8E-02,0,0,66.9%,-----+---+---++-
cg16233311,II,2,"175,199,259",R,SP9,-0.0016,0.0005,-3.18,0.0015,1.8E-02,0,0,62.5%,---+-----+---+--
cg23541422,I,2,"8,714,363",R,,-0.0013,0.0004,-3.18,0.0015,1.8E-02,0,0,79.4%,------+-+---++--
cg03721291,II,17,"73,649,149",R,RECQL5,0.0019,0.0006,3.18,0.0015,1.8E-02,1,0,66.9%,+++++-+-+++++++-
cg20359994,II,6,"27,599,141",F,,0.0018,0.0006,3.18,0.0015,1.8E-02,0,0,66.8%,++-++++-++++++-+
cg20619808,II,17,"27,313,499",F,SEZ6,0.0031,0.0010,3.18,0.0015,1.8E-02,0,0,51.6%,++++++++++--++++
cg03653399,I,8,"142,233,436",R,SLC45A4,-0.0040,0.0013,-3.18,0.0015,1.8E-02,1,0,41.5%,---+----+--?-+--
cg17900689,I,17,"4,649,262",F,ZMYND15,-0.0040,0.0013,-3.17,0.0015,1.8E-02,0,0,52.8%,----+-+----+?-+-
cg20098015,II,22,"50,971,140",R,ODF3B,-0.0046,0.0014,-3.17,0.0015,1.9E-02,0,0,63.2%,--+-----+----+--
cg15817635,II,1,"1,550,031",R,MIB2,-0.0011,0.0003,-3.17,0.0015,1.9E-02,0,0,49.1%,--------+--+-+--
cg18642459,II,12,"4,560,908",R,,0.0034,0.0011,3.17,0.0015,1.9E-02,0,0,68.9%,++++++++--+-++++
cg09298818,II,12,"111,181,546",F,PPP1CC,-0.0031,0.0010,-3.17,0.0015,1.9E-02,0,0,65.0%,-+---+-----+----
cg04834097,II,7,"63,774,078",R,LOC728927,-0.0021,0.0007,-3.17,0.0015,1.9E-02,0,0,72.5%,-+----------+---
cg27139956,II,10,"45,470,290",F,RASSF4,-0.0026,0.0008,-3.17,0.0015,1.9E-02,0,0,44.1%,--+-+---++------
cg04063345,II,6,"152,130,058",R,ESR1,-0.0048,0.0015,-3.17,0.0015,1.9E-02,0,0,49.0%,---+-------+----
cg21707172,I,6,"155,537,944",R,TIAM2,-0.0048,0.0015,-3.17,0.0015,1.9E-02,1,0,44.5%,--------+------+
cg18298815,II,1,"161,519,989",R,FCGR3A,0.0020,0.0006,3.17,0.0015,1.9E-02,0,0,57.2%,++-++++-+++++---
cg24582007,II,6,"155,782,958",R,,0.0028,0.0009,3.17,0.0015,1.9E-02,0,0,56.3%,+++----++++-+++-
cg27592424,II,16,"31,515,409",F,C16orf58,0.0020,0.0006,3.17,0.0015,1.9E-02,0,0,55.2%,+++-++-+++-+++++
cg20022862,I,11,"67,219,498",R,GPR152,0.0013,0.0004,3.17,0.0015,1.9E-02,1,0,63.0%,+++++++-+--++-++
cg06875488,I,4,"7,657,070",R,SORCS2,-0.0027,0.0009,-3.17,0.0015,1.9E-02,0,0,63.8%,----------+-++--
cg00446123,I,20,"62,367,888",R,LIME1,0.0037,0.0012,3.17,0.0015,1.9E-02,0,0,59.4%,++-+++++-++++++-
cg01894985,II,3,"123,589,179",F,MYLK,0.0023,0.0007,3.16,0.0016,1.9E-02,1,0,63.3%,++-+++-+-++++++-
cg12559228,II,19,"50,191,882",F,C19orf76,-0.0025,0.0008,-3.16,0.0016,1.9E-02,1,0,75.7%,---------+--+-++
cg15857661,II,10,"104,196,243",F,MIR146B,-0.0047,0.0015,-3.16,0.0016,1.9E-02,1,1,69.3%,---+----+---+---
cg23437162,II,3,"49,067,151",R,QRICH1;IMPDH2,-0.0020,0.0006,-3.16,0.0016,1.9E-02,0,0,59.9%,-+-------+-----+
cg25636556,I,4,"3,505,128",R,,-0.0020,0.0006,-3.16,0.0016,1.9E-02,0,0,63.7%,++-----------++-
cg16526047,II,1,"949,893",F,ISG15,-0.0038,0.0012,-3.16,0.0016,1.9E-02,0,0,71.0%,---+-+-+---?+---
cg25586410,II,2,"175,350,621",R,GPR155,-0.0028,0.0009,-3.16,0.0016,1.9E-02,0,0,28.6%,--+--------+--++
cg20543544,II,10,"81,003,657",R,ZMIZ1,0.0065,0.0021,3.16,0.0016,1.9E-02,1,0,56.1%,+++++-++++--++-+
cg05726935,II,14,"105,263,522",F,AKT1,-0.0018,0.0006,-3.16,0.0016,1.9E-02,1,0,79.3%,---------+-+--+-
cg07195577,II,17,"27,052,828",R,TLCD1,-0.0021,0.0007,-3.16,0.0016,1.9E-02,1,0,69.3%,------------+---
cg18864124,II,2,"227,288,863",R,,0.0031,0.0010,3.16,0.0016,1.9E-02,0,0,46.2%,++-+++-+++++++-+
cg05572179,II,11,"67,139,907",R,LOC100130987;CLCF1,0.0008,0.0003,3.16,0.0016,1.9E-02,0,0,61.3%,++-++++++-+-++++
cg27424995,I,1,"27,902,555",R,AHDC1,0.0026,0.0008,3.16,0.0016,1.9E-02,1,0,61.6%,+++++++++-++++++
cg00929860,I,10,"73,846,448",R,SPOCK2,-0.0016,0.0005,-3.16,0.0016,1.9E-02,0,0,78.3%,-----+-----++--+
cg22905866,II,4,"185,468,777",F,,-0.0038,0.0012,-3.16,0.0016,1.9E-02,0,0,69.3%,--+-----+-------
cg15108490,II,11,"36,177,699",F,LDLRAD3,0.0014,0.0004,3.16,0.0016,1.9E-02,0,0,62.4%,++-+?---+++?-+++
cg22904711,I,19,"44,278,628",R,KCNN4,-0.0031,0.0010,-3.16,0.0016,1.9E-02,1,0,81.6%,--+---+-------++
cg04675251,II,7,"6,702,706",F,,0.0036,0.0011,3.16,0.0016,1.9E-02,0,0,57.6%,-++++-++++--++++
cg22729539,II,12,"122,519,119",R,MLXIP,-0.0018,0.0006,-3.16,0.0016,1.9E-02,0,0,67.2%,------+-+--+----
cg02835823,II,16,"85,979,060",R,,0.0031,0.0010,3.15,0.0016,1.9E-02,0,0,51.7%,+++-+++++++---++
cg10488031,II,13,"110,437,561",R,IRS2,-0.0023,0.0007,-3.15,0.0016,1.9E-02,0,0,66.1%,--++-+---+-++---
cg21386484,II,6,"32,159,527",R,GPSM3,-0.0046,0.0015,-3.15,0.0016,1.9E-02,1,0,73.1%,-?-------+++--+-
cg14480530,I,8,"142,183,507",F,DENND3,0.0028,0.0009,3.15,0.0016,1.9E-02,0,0,45.2%,++--+-+++++++++-
cg07177756,II,1,"173,836,307",F,SNORD75;SNORD78;ZBTB37;SNORD76;GAS5;SNORD77;SNORD44,-0.0051,0.0016,-3.15,0.0016,1.9E-02,1,1,69.4%,-?--???--+------
cg23805594,II,1,"221,933,302",F,,0.0019,0.0006,3.15,0.0016,1.9E-02,0,0,48.2%,++--+++++++-++++
cg06963233,II,15,"90,357,992",F,ANPEP,-0.0024,0.0008,-3.15,0.0016,2.0E-02,1,0,37.8%,--+-----+--+--+-
cg16558846,II,14,"106,373,308",R,,-0.0043,0.0014,-3.15,0.0016,2.0E-02,1,0,82.6%,-?-----------??-
cg04852348,II,6,"170,463,167",F,,0.0030,0.0009,3.15,0.0016,2.0E-02,0,0,56.8%,++++++--++++++--
cg11324650,I,3,"194,014,745",F,,-0.0062,0.0020,-3.15,0.0016,2.0E-02,0,0,57.0%,---------+-+---+
cg25139636,II,15,"69,084,888",R,ANP32A,-0.0022,0.0007,-3.15,0.0016,2.0E-02,0,0,65.6%,-+------+--+---+
cg02772995,II,2,"161,348,781",F,RBMS1,-0.0026,0.0008,-3.15,0.0016,2.0E-02,0,0,65.2%,-----+-----+-+-+
cg13269555,II,10,"102,822,002",R,KAZALD1,-0.0035,0.0011,-3.15,0.0016,2.0E-02,1,0,56.1%,---------+--++--
cg16501028,II,11,"32,450,000",F,WT1,0.0036,0.0011,3.15,0.0016,2.0E-02,0,0,31.4%,+++-+-++-++--+-+
cg23323203,II,11,"117,688,338",R,,-0.0024,0.0008,-3.15,0.0016,2.0E-02,0,0,62.4%,-----+---+--+---
cg21750887,II,8,"68,658,237",R,CPA6,-0.0031,0.0010,-3.15,0.0016,2.0E-02,1,0,38.0%,---+---++-----++
cg11704818,II,3,"47,517,781",R,SCAP,-0.0032,0.0010,-3.15,0.0016,2.0E-02,0,0,52.6%,-----+-----?+-++
cg00092400,II,12,"51,788,285",R,,0.0022,0.0007,3.15,0.0016,2.0E-02,0,0,78.8%,++++++-++++--+++
cg19802390,I,1,"2,840,177",R,,0.0046,0.0015,3.15,0.0017,2.0E-02,0,0,57.9%,+++++++-++-++-++
cg16859884,I,19,"5,829,172",F,,-0.0031,0.0010,-3.15,0.0017,2.0E-02,0,0,55.4%,-----------+++--
cg25347941,II,22,"43,486,472",R,TTLL1,0.0023,0.0007,3.15,0.0017,2.0E-02,0,0,70.4%,+++-+-++++++++--
cg16351010,II,5,"221,513",F,SDHA,-0.0018,0.0006,-3.15,0.0017,2.0E-02,1,0,48.3%,+------------++-
cg26181840,II,13,"114,869,338",F,RASA3,0.0017,0.0005,3.15,0.0017,2.0E-02,1,0,58.3%,+++++++--++?++++
cg26739800,II,16,"84,177,597",R,HSDL1;LRRC50,-0.0027,0.0008,-3.15,1.7E-03,2.0E-02,0,0,56.8%,--++-+---+------
cg04134748,I,1,"3,052,175",F,PRDM16,0.0043,0.0014,3.15,1.7E-03,2.0E-02,1,0,68.7%,+++-+-++++-+-+++
cg14295110,II,15,"92,395,641",F,SLCO3A1,-0.0023,0.0007,-3.14,1.7E-03,2.0E-02,0,0,66.9%,---------+-+----
cg22039458,II,2,"74,756,240",F,HTRA2;AUP1,-0.0013,0.0004,-3.14,1.7E-03,2.0E-02,0,0,54.1%,-+---+--+-----+-
cg25008614,II,15,"44,956,192",F,SPG11,-0.0027,0.0009,-3.14,1.7E-03,2.0E-02,0,0,52.7%,---+-----+--++-+
cg15740363,II,8,"65,488,839",F,LOC401463,-0.0013,0.0004,-3.14,1.7E-03,2.0E-02,0,0,37.7%,---+-+------+--+
cg18991417,II,14,"104,391,679",F,,0.0036,0.0011,3.14,1.7E-03,2.0E-02,0,0,70.8%,+++++-+-+++---++
cg03102442,II,8,"125,738,432",F,MTSS1,-0.0028,0.0009,-3.14,1.7E-03,2.0E-02,1,0,52.7%,--------+-----+-
cg21912308,I,X,"48,929,987",R,PRAF2,-0.0055,0.0017,-3.14,1.7E-03,2.0E-02,0,0,61.6%,-----??-??------
cg05308656,I,2,"235,406,291",F,ARL4C,-0.0054,0.0017,-3.14,1.7E-03,2.0E-02,0,0,69.1%,-++---------+--+
cg15055101,II,19,"6,766,609",F,SH2D3A,-0.0033,0.0010,-3.14,1.7E-03,2.0E-02,1,0,62.5%,-++------+-----+
cg14788003,II,3,"10,916,026",F,SLC6A11,0.0036,0.0012,3.14,1.7E-03,2.0E-02,0,0,60.1%,+++++--+++++++++
cg13338350,I,19,"53,238,337",R,ZNF611,0.0030,0.0010,3.14,1.7E-03,2.0E-02,0,0,63.0%,+++++++-+--?+-++
cg01595951,II,5,"54,834,655",R,,0.0035,0.0011,3.14,1.7E-03,2.0E-02,0,0,30.8%,++-+++-+++-++--+
cg03811829,II,1,"949,449",R,ISG15,-0.0025,0.0008,-3.14,1.7E-03,2.0E-02,0,0,48.6%,--+++-----------
cg20698113,II,22,"50,357,214",F,PIM3,-0.0019,0.0006,-3.14,1.7E-03,2.0E-02,1,0,78.3%,----+------+-+--
cg03575602,II,10,"12,390,599",F,CAMK1D,-0.0029,0.0009,-3.14,1.7E-03,2.0E-02,0,0,68.2%,--+---------+--+
cg00687135,II,3,"21,792,991",R,ZNF385D,-0.0046,0.0015,-3.14,1.7E-03,2.0E-02,1,0,78.1%,-----+-----++---
cg02375166,II,11,"58,291,656",R,,-0.0027,0.0009,-3.14,1.7E-03,2.0E-02,0,0,46.4%,-+-+----+------+
cg08274637,I,13,"51,417,923",F,DLEU7,-0.0038,0.0012,-3.14,1.7E-03,2.0E-02,0,0,50.1%,--+-----+-------
cg17953136,II,2,"20,232,577",R,LAPTM4A,0.0028,0.0009,3.14,1.7E-03,2.0E-02,0,0,80.2%,+++-+-++++-+++++
cg17280299,II,5,"132,082,690",R,CCNI2,-0.0038,0.0012,-3.14,1.7E-03,2.0E-02,0,0,67.7%,----?----+--?--+
cg22549041,I,15,"75,019,251",F,CYP1A1,-0.0089,0.0028,-3.14,1.7E-03,2.0E-02,1,0,28.5%,-+---+-----+---+
cg04290171,II,1,"207,924,482",R,CD46,-0.0040,0.0013,-3.14,1.7E-03,2.0E-02,0,0,46.5%,--------+------+
cg12836643,II,22,"39,129,370",R,GTPBP1,0.0021,0.0007,3.14,1.7E-03,2.0E-02,0,0,70.9%,+++++-++-+++++--
cg19327213,II,19,"47,988,783",R,KPTN,0.0036,0.0011,3.14,1.7E-03,2.0E-02,0,0,54.3%,++++++-++++-++++
cg03650189,II,19,"10,405,083",F,ICAM5,0.0052,0.0017,3.13,1.7E-03,2.0E-02,0,0,41.8%,+++-++++-+--+-++
cg12394377,I,1,"24,514,218",R,IL28RA,-0.0008,0.0003,-3.13,1.7E-03,2.0E-02,0,0,49.5%,-----+++--+-+---
cg15653855,II,2,"38,735,761",R,,-0.0024,0.0008,-3.13,1.7E-03,2.0E-02,0,0,58.1%,-+---+---------+
cg25671837,II,6,"127,513,912",R,RSPO3,-0.0033,0.0011,-3.13,1.7E-03,2.0E-02,0,0,70.7%,----???+----+--+
